date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:46:38	5709952/5709952	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2002%20Sep%202019%2011:00:01%20GMT	https://websmirno.site/voicer/media/audio/1/02.mp3	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/media/audio/1/02.mp3	(from https://websmirno.site/voicer/projects.html)
10:46:38	6664467/6664467	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2002%20Sep%202019%2011:00:03%20GMT	https://websmirno.site/voicer/media/audio/1/03.mp3	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/media/audio/1/03.mp3	(from https://websmirno.site/voicer/projects.html)
10:46:39	49119/49119	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:16%20GMT	https://websmirno.site/voicer/img/clients-bg.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/clients-bg.jpg	(from https://websmirno.site/voicer/testimonials.html)
10:46:40	5544360/5544360	---M--	200	added ('OK')	audio/mpeg	date:Mon,%2002%20Sep%202019%2011:00:07%20GMT	https://websmirno.site/voicer/media/audio/1/05.mp3	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/media/audio/1/05.mp3	(from https://websmirno.site/voicer/projects.html)
10:46:40	7630/7630	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:43%20GMT	https://websmirno.site/voicer/img/pricing-card.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/pricing-card.jpg	(from https://websmirno.site/voicer/rates.html)
10:46:41	2075/2075	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:13%20GMT	https://websmirno.site/voicer/img/blog-empty.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/blog-empty.jpg	(from https://websmirno.site/voicer/blog.html)
10:46:41	28056/28056	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:11%20GMT	https://websmirno.site/voicer/img/blog-2-1.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/blog-2-1.jpg	(from https://websmirno.site/voicer/blog.html)
10:46:41	43579/43579	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:12%20GMT	https://websmirno.site/voicer/img/blog-2-2.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/blog-2-2.jpg	(from https://websmirno.site/voicer/blog.html)
10:46:42	53984/53984	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:12%20GMT	https://websmirno.site/voicer/img/blog-2-3.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/blog-2-3.jpg	(from https://websmirno.site/voicer/blog.html)
10:46:42	3843/3843	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:41%20GMT	https://websmirno.site/voicer/img/post-author-bg.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/post-author-bg.jpg	(from https://websmirno.site/voicer/blog-post.html)
10:46:43	21818/21818	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:57%20GMT	https://websmirno.site/voicer/img/single-product-1.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/single-product-1.jpg	(from https://websmirno.site/voicer/product.html)
10:46:43	1869/1869	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:57%20GMT	https://websmirno.site/voicer/img/single-product-mun-1.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/single-product-mun-1.jpg	(from https://websmirno.site/voicer/product.html)
10:46:43	1469/1469	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:58%20GMT	https://websmirno.site/voicer/img/single-product-mun-2.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/single-product-mun-2.jpg	(from https://websmirno.site/voicer/product.html)
10:46:44	1484/1484	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:58%20GMT	https://websmirno.site/voicer/img/single-product-mun-3.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/single-product-mun-3.jpg	(from https://websmirno.site/voicer/product.html)
10:46:45	903/903	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:58%20GMT	https://websmirno.site/voicer/img/single-product-mun-4.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/single-product-mun-4.jpg	(from https://websmirno.site/voicer/product.html)
10:46:45	1350/1350	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:58%20GMT	https://websmirno.site/voicer/img/single-product-mun-5.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/single-product-mun-5.jpg	(from https://websmirno.site/voicer/product.html)
10:46:46	1899/1899	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:40%20GMT	https://websmirno.site/voicer/img/popular-1.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/popular-1.jpg	(from https://websmirno.site/voicer/cart.html)
10:46:47	618/618	---M--	200	added ('OK')	image/png	date:Mon,%2002%20Sep%202019%2010:58:34%20GMT	https://websmirno.site/voicer/img/map-marker.png	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/map-marker.png	(from https://websmirno.site/voicer/contact.html)
10:46:47	30519/30519	---M--	200	added ('OK')	image/jpeg	date:Mon,%2002%20Sep%202019%2010:58:16%20GMT	https://websmirno.site/voicer/img/contact-bg.jpg	C:/Users/DELL/Desktop/studio%202/websmirno.site/voicer/img/contact-bg.jpg	(from https://websmirno.site/voicer/contact.html)
